File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\MultiPieChartDemo2.java,120,45,33,0,19,3,56,292,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\MultipleAxisDemo1.java,203,101,87,3,33,0,69,321,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\MultipleAxisDemo2.java,173,78,64,3,27,0,68,321,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\MultipleAxisDemo3.java,180,83,69,3,28,0,69,324,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\MultiShapesXYDemo.java,300,128,104,16,32,2,140,612,37,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\OverlaidBarChartDemo.java,155,73,68,0,20,0,62,355,39,247
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\OverlaidCategoryChartDemo.java,195,99,92,2,32,0,64,334,38,231
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\OverlaidXYPlotDemo.java,194,92,86,3,26,0,76,371,41,260
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\OverlaidXYPlotDemo2.java,231,119,112,4,35,0,77,331,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\ParetoChartDemo.java,161,77,65,0,25,5,59,323,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\Performance.java,172,63,51,4,32,0,77,370,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\Performance2.java,206,75,58,9,31,1,100,477,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\Pie3DChartDemo1.java,145,52,41,2,23,3,70,346,38,234
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\Pie3DChartDemo2.java,157,63,51,1,23,3,71,315,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\PieChartDemo1.java,117,42,34,0,16,3,59,315,39,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\PieChartDemo2.java,116,44,36,0,16,3,56,300,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\PieChartDemo3.java,105,35,27,0,16,3,54,279,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\PieChartDemo4.java,132,59,50,0,17,3,56,290,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\PopulationChartDemo.java,129,55,42,1,16,6,58,285,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\PriceVolumeDemo.java,681,493,479,3,115,2,73,361,41,257
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SampleSignalDataset.java,164,38,27,7,17,0,109,488,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SampleXYDataset.java,164,45,31,11,21,0,98,540,41,260
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SampleXYDataset2.java,270,94,73,17,40,0,136,688,40,249
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SampleXYDatasetThread.java,88,17,11,1,8,0,63,391,37,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SampleXYSymbolicDataset.java,447,179,133,34,51,0,217,1141,35,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SampleXYZDataset.java,134,29,22,6,14,0,91,444,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SampleYSymbolicDataset.java,387,157,113,26,47,0,183,931,35,200
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\ScatterPlotDemo.java,108,46,34,1,11,0,51,258,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\ScatterPlotDemo2.java,116,46,35,1,12,3,58,278,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\ScatterPlotDemo3.java,107,43,32,0,11,1,53,281,38,232
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\ScatterPlotDemo4.java,106,42,30,0,13,0,51,266,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\Second.java,115,50,38,0,15,0,50,260,37,225
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SegmentedHighLowChartDemo.java,178,92,64,6,26,0,60,352,37,230
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SimpleIntervalXYDataset.java,201,51,38,9,23,0,127,620,36,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SimpleIntervalXYDataset2.java,203,52,38,10,22,0,129,625,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SmallNumberDemo.java,108,45,33,0,12,0,51,261,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\StackedAreaChartDemo.java,139,54,43,0,24,6,61,340,37,224
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\StackedAreaXYChartDemo.java,193,112,105,1,20,0,61,298,37,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\StackedBarChart3DDemo.java,121,41,28,1,18,7,62,322,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\StackedBarChartDemo1.java,101,33,21,0,13,7,55,299,37,223
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\StackedBarChartDemo2.java,105,36,24,0,14,6,55,298,37,223
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\StatisticalBarChartDemo.java,139,56,49,1,22,3,61,316,38,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SurveyResultsDemo.java,294,188,155,2,42,5,64,302,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SurveyResultsDemo2.java,174,84,68,2,26,5,64,299,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SurveyResultsDemo3.java,187,97,77,2,26,5,64,298,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SymbolicChartDemo1.java,120,44,38,1,19,0,57,273,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SymbolicXYPlotDemo.java,483,260,206,16,82,0,141,643,38,240
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\SymbolicYPlotDemo.java,425,236,208,3,68,0,121,564,37,230
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\ThermometerDemo.java,428,247,219,3,68,0,113,563,37,234
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\ThermometerDemo2.java,108,30,24,0,18,3,60,313,37,224
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimePeriodValuesDemo.java,178,87,79,4,28,0,63,300,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimePeriodValuesDemo2.java,132,55,51,1,21,0,56,273,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo.java,206,109,96,3,31,0,66,341,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo10.java,102,39,31,0,12,0,51,252,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo11.java,195,95,81,3,31,0,69,318,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo2.java,107,43,35,0,12,0,52,285,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo3.java,161,80,67,1,20,0,61,322,37,224
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo4.java,130,61,52,1,14,0,55,320,38,230
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo5.java,98,36,28,1,13,0,49,289,37,225
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo6.java,141,61,56,1,20,0,60,320,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo7.java,92,26,22,0,14,0,52,265,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo8.java,98,32,28,0,14,0,52,265,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\TimeSeriesDemo9.java,179,88,76,5,25,0,66,319,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\WaterfallChartDemo.java,170,87,71,2,20,0,63,297,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\WaterfallChartDemo2.java,168,84,74,2,22,0,62,297,36,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\WaterTemperatureDemo.java,127,50,46,1,20,0,57,284,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\WindChartDemo.java,118,38,26,1,19,0,61,292,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XMLBarChartDemo.java,117,44,33,0,17,3,56,292,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XMLPieChartDemo.java,120,47,38,0,17,3,56,291,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYAreaChartDemo.java,160,72,60,1,25,3,63,318,40,249
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYAreaChartDemo2.java,132,56,43,2,17,3,59,292,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYBarChartDemo.java,113,41,29,0,16,0,56,299,39,240
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYBarChartDemo2.java,142,59,46,1,18,5,65,335,39,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYBarChartDemo3.java,125,41,28,1,19,5,65,337,40,248
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYBoxAndWhiskerDemo.java,141,55,42,4,22,0,64,303,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYLogAxesDemo.java,132,56,43,1,17,5,59,318,38,232
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYSeriesDemo.java,109,36,24,0,12,0,61,302,38,238
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYSeriesDemo2.java,113,50,38,0,12,0,51,273,36,215
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYStepAreaChartDemo.java,263,136,115,6,47,3,80,380,37,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYStepChartDemo.java,119,46,33,1,18,3,55,307,38,236
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\XYTickLabelDemo.java,298,176,152,8,52,1,70,331,36,210
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\YIntervalChartDemo.java,121,41,28,1,19,5,61,303,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\resources\DemoResources.java,482,333,313,1,84,0,65,366,44,286
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\resources\DemoResources_de.java,343,208,187,1,74,9,61,364,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\resources\DemoResources_es.java,348,219,187,1,74,0,55,287,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\resources\DemoResources_fr.java,354,226,187,1,74,0,54,264,37,208
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\demo\resources\DemoResources_pl.java,353,224,187,1,73,0,56,293,39,227
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\CategoryItemEntity.java,219,59,42,5,28,0,132,590,43,266
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\ChartEntity.java,280,105,76,19,27,0,148,795,52,364
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\ContourEntity.java,92,17,12,1,10,0,65,314,36,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\EntityCollection.java,82,8,7,0,9,0,65,324,39,236
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\LegendItemEntity.java,82,14,10,1,11,0,57,277,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\PieSectionEntity.java,227,61,42,5,28,0,138,677,46,306
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\StandardEntityCollection.java,111,29,21,4,14,0,68,322,38,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\entity\XYItemEntity.java,174,44,32,3,18,0,112,524,43,267
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\AxisChangeEvent.java,73,12,9,1,8,0,53,294,37,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\AxisChangeListener.java,65,5,4,0,6,0,54,331,38,233
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\ChartChangeEvent.java,136,32,24,2,17,0,87,491,39,241
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\ChartChangeListener.java,64,5,4,0,6,0,53,307,39,242
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\ChartProgressEvent.java,133,32,24,3,17,0,84,409,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\ChartProgressListener.java,58,5,4,0,6,0,47,256,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\LegendChangeEvent.java,74,12,9,1,8,0,54,301,38,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\LegendChangeListener.java,61,5,4,0,6,0,50,287,39,242
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\PlotChangeEvent.java,76,12,9,1,8,0,56,316,39,246
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\PlotChangeListener.java,61,5,4,0,6,0,50,285,39,242
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\RendererChangeEvent.java,71,11,8,1,7,0,53,284,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\RendererChangeListener.java,58,5,4,0,6,0,47,261,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\TitleChangeEvent.java,75,12,9,1,8,0,55,309,39,244
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\event\TitleChangeListener.java,61,5,4,0,6,0,50,287,39,242
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGenerator.java,82,15,10,1,9,0,58,314,35,206
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGenerator.java,58,7,4,1,5,0,46,249,35,206
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\imagemap\StandardToolTipTagFragmentGenerator.java,57,6,4,1,5,0,46,254,35,206
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\imagemap\StandardURLTagFragmentGenerator.java,57,6,4,1,5,0,46,251,35,206
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\imagemap\ToolTipTagFragmentGenerator.java,55,4,3,0,5,0,46,255,35,206
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\imagemap\URLTagFragmentGenerator.java,55,4,3,0,5,0,46,255,35,206
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\BarChart3DTests.java,198,82,62,2,32,1,84,396,39,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\BarChartTests.java,197,81,62,2,32,1,84,396,39,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\ChartPackageTests.java,74,19,17,1,6,0,49,267,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\JFreeChartTests.java,262,145,116,1,41,9,76,386,39,243
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\JFreeChartTestSuite.java,84,27,25,1,7,0,50,282,39,240
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\MarkerTests.java,134,57,50,1,20,0,57,288,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\PieChartTests.java,147,48,35,2,21,3,78,362,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\ScatterPlotTests.java,196,84,62,2,30,5,82,386,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\SpacerTests.java,136,57,50,1,22,0,57,288,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\StackedHorizontalBarChartTests.java,196,81,62,2,32,3,83,392,38,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\junit\StackedVerticalBarChartTests.java,196,81,62,2,32,3,83,393,38,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\BoxAndWhiskerToolTipGenerator.java,171,70,51,17,26,0,75,376,38,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\CategoryItemLabelGenerator.java,93,7,6,0,8,0,78,441,46,298
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\ContourToolTipGenerator.java,60,5,4,0,6,0,49,275,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\CustomXYToolTipGenerator.java,201,75,52,20,28,0,98,477,40,247
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\HighLowToolTipGenerator.java,172,67,49,16,26,0,79,402,42,255
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\IntervalCategoryItemLabelGenerator.java,248,112,84,23,32,0,104,500,42,259
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\PieItemLabelGenerator.java,70,5,4,0,6,0,59,356,45,285
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,264,108,75,23,34,0,122,628,45,295
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\StandardContourToolTipGenerator.java,125,51,34,12,16,0,58,308,37,224
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\StandardPieItemLabelGenerator.java,156,48,34,12,23,0,85,428,43,266
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\StandardPieToolTipGenerator.java,157,48,34,12,23,0,86,426,42,258
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\StandardXYToolTipGenerator.java,185,61,43,15,31,0,93,490,44,278
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\StandardXYZToolTipGenerator.java,148,51,33,12,24,0,73,379,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\SymbolicXYToolTipGenerator.java,150,58,41,14,16,0,76,377,40,240
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\TimeSeriesToolTipGenerator.java,196,72,52,16,29,0,95,461,40,252
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\XYToolTipGenerator.java,64,5,4,0,6,0,53,299,39,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\XYZToolTipGenerator.java,61,5,4,0,6,0,50,276,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\BoxAndWhiskerToolTipGeneratorTests.java,123,51,41,1,15,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\CustomXYToolTipGeneratorTests.java,135,60,51,1,17,0,58,288,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\HighLowToolTipGeneratorTests.java,122,50,41,1,15,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\IntervalCategoryItemLabelGeneratorTests.java,124,51,41,1,15,0,58,291,37,224
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\IntervalCategoryToolTipGeneratorTests.java,106,38,31,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\LabelsPackageTests.java,85,24,21,1,7,0,54,279,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\StandardCategoryItemLabelGeneratorTests.java,124,51,41,1,15,0,58,288,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\StandardCategoryToolTipGeneratorTests.java,106,38,31,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\StandardContourToolTipGeneratorTests.java,105,37,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\StandardPieItemLabelGeneratorTests.java,124,51,41,1,15,0,58,288,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\StandardXYToolTipGeneratorTests.java,123,51,41,1,15,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\StandardXYZToolTipGeneratorTests.java,122,50,41,1,15,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\SymbolicXYToolTipGeneratorTests.java,121,49,40,1,15,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\TimeSeriesToolTipGeneratorTests.java,124,52,42,1,15,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\labels\junit\TooltipsPackageTests.java,82,22,19,1,7,0,53,271,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\ArrowNeedle.java,142,62,49,10,15,0,65,357,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\LineNeedle.java,105,32,25,8,14,0,59,313,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\LongNeedle.java,150,70,58,12,18,0,62,323,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\MeterNeedle.java,393,150,114,21,49,0,194,765,39,251
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\PinNeedle.java,122,47,38,9,14,0,61,328,38,239
