File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\PlumNeedle.java,110,39,30,8,12,0,59,318,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\PointerNeedle.java,130,56,46,11,14,0,60,325,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\ShipNeedle.java,108,37,28,8,11,0,60,321,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\needle\WindNeedle.java,113,36,26,8,14,1,63,323,37,233
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\CategoryPlot.java,2906,1522,1081,274,369,1,1015,5225,93,782
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\CombinedDomainCategoryPlot.java,462,239,179,38,70,0,153,782,42,263
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\CombinedDomainXYPlot.java,575,264,195,41,87,4,224,1234,67,473
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\CombinedRangeCategoryPlot.java,484,243,185,39,77,0,164,831,42,264
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\CombinedRangeXYPlot.java,579,267,199,41,87,2,225,1239,70,492
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\CompassPlot.java,687,348,276,51,104,0,235,1075,45,297
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\ContourPlot.java,1799,860,610,113,280,4,659,3253,47,305
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\ContourPlotUtilities.java,68,11,9,1,6,0,51,285,37,238
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\ContourValuePlot.java,57,5,4,0,6,0,46,256,36,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\DatasetRenderingOrder.java,124,38,26,12,16,0,70,342,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\DefaultDrawingSupplier.java,468,207,163,26,80,1,181,811,41,252
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\DialShape.java,127,40,29,13,17,0,70,322,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\DrawingSupplier.java,91,11,10,0,10,0,70,353,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\FastScatterPlot.java,530,238,177,40,83,0,209,1092,42,265
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\JThermometer.java,351,136,99,12,37,0,178,726,37,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\MeterPlot.java,1292,598,450,77,190,0,504,2250,53,358
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\PeriodMarkerPlot.java,258,121,90,15,30,2,107,582,45,306
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\Pie3DPlot.java,828,583,386,68,106,19,139,1056,56,405
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\PiePlot.java,2101,958,699,136,301,0,842,4459,93,772
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\Plot.java,1121,494,356,71,140,5,487,2696,89,711
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\PlotOrientation.java,125,39,27,10,16,0,70,344,37,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\PlotRenderingInfo.java,149,36,27,4,21,0,92,411,37,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\PlotState.java,67,12,9,1,7,0,48,257,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\ThermometerPlot.java,1368,626,459,86,184,3,558,2749,51,368
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\ValueAxisPlot.java,90,10,9,0,10,0,70,352,35,205
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\XYPlot.java,3537,1845,1332,326,427,3,1265,6540,108,875
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\CategoryPlotTests.java,438,272,245,1,60,0,106,437,37,230
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\CombinedDomainCategoryPlotTests.java,261,143,130,4,39,0,79,331,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\CombinedDomainXYPlotTests.java,257,144,131,4,32,0,81,342,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\CombinedRangeCategoryPlotTests.java,258,142,129,4,37,0,79,330,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\CombinedRangeXYPlotTests.java,258,144,131,4,33,0,81,342,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\CombinedXYPlotTests.java,201,100,92,3,27,1,74,348,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\CompassPlotTests.java,120,45,38,1,17,0,58,282,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\ContourPlotTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\FastScatterPlotTests.java,157,69,57,3,23,0,65,303,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\MeterPlotTests.java,120,36,30,1,15,0,69,303,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\Pie3DPlotTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\PiePlotTests.java,291,167,157,1,40,0,84,312,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\PlotPackageTests.java,86,26,23,1,7,0,53,271,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\ThermometerPlotTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\plot\junit\XYPlotTests.java,460,282,251,2,64,1,114,481,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\AbstractCategoryItemRenderer.java,984,510,347,61,111,0,363,1937,55,400
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\AbstractRenderer.java,2192,865,620,142,267,0,1060,4936,52,359
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\AbstractXYItemRenderer.java,751,397,272,43,81,0,273,1481,56,416
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\AreaRenderer.java,218,109,81,12,22,0,87,507,54,367
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\AreaXYRenderer.java,434,214,143,30,53,0,167,1075,53,366
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\BarRenderer.java,769,448,296,63,74,6,247,1403,56,408
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\BarRenderer3D.java,871,548,409,50,99,10,224,1321,73,533
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\BoxAndWhiskerRenderer.java,629,345,236,32,77,5,207,1138,44,292
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\CandlestickRenderer.java,765,372,266,50,89,1,304,1733,62,468
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\CategoryItemRenderer.java,829,124,96,0,92,0,613,2647,65,464
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\CategoryItemRendererState.java,102,23,17,2,12,0,67,353,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\CategoryURLGeneratorTable.java,108,20,14,4,17,0,71,383,37,226
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\ClusteredXYBarRenderer.java,262,118,83,11,32,0,112,721,45,283
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\DefaultCategoryItemRenderer.java,47,3,2,0,3,0,41,230,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\DefaultXYItemRenderer.java,47,3,2,0,3,0,41,230,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\GanttRenderer.java,467,307,180,34,51,1,109,544,38,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\HighLow.java,253,77,56,12,30,0,146,719,39,246
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\HighLowRenderer.java,198,87,66,6,20,0,91,543,50,342
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\IntervalBarRenderer.java,393,231,150,26,47,0,115,600,50,324
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\ItemLabelAnchor.java,353,208,146,62,41,0,104,456,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\ItemLabelAnchorTable.java,106,19,13,4,17,0,70,364,37,217
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\ItemLabelPosition.java,160,50,36,11,25,0,85,424,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\LayeredBarRenderer.java,458,292,191,43,43,10,123,691,38,227
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\LineAndShapeRenderer.java,482,212,148,32,61,0,209,1177,61,430
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\MinMaxCategoryRenderer.java,545,233,172,28,47,0,265,1346,47,309
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\NotOutlierException.java,58,6,4,0,5,0,47,257,36,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\Outlier.java,174,51,34,13,17,0,106,565,37,230
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\OutlierList.java,175,51,38,8,19,0,105,531,37,232
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\OutlierListCollection.java,181,52,38,10,18,0,111,637,37,230
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\RangeType.java,113,26,19,8,15,0,72,374,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\RendererState.java,69,11,8,1,8,0,50,257,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\SignalRenderer.java,272,123,84,10,28,0,121,643,54,377
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\StackedAreaRenderer.java,242,116,82,12,28,1,98,588,51,331
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\StackedAreaXYRenderer.java,454,229,158,35,53,0,172,971,42,264
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\StackedBarRenderer.java,497,287,189,36,47,0,163,970,67,490
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\StackedBarRenderer3D.java,480,295,199,36,49,0,136,780,58,400
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\StandardXYItemRenderer.java,701,321,225,55,83,0,297,1763,69,528
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\StatisticalBarRenderer.java,352,217,140,20,35,10,100,595,44,281
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\WaterfallBarRenderer.java,430,232,164,28,53,0,145,692,38,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\WindItemRenderer.java,212,93,74,1,33,0,86,496,46,314
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYBarRenderer.java,289,134,87,12,36,0,119,701,51,339
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYBoxAndWhiskerRenderer.java,717,383,260,43,92,5,242,1316,55,378
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYBubbleRenderer.java,281,154,104,15,24,0,103,545,41,251
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYDifferenceRenderer.java,618,335,232,35,70,4,213,1147,39,237
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYDotRenderer.java,158,66,40,6,14,0,78,439,42,256
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYItemRenderer.java,449,89,49,0,40,0,320,1696,59,441
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYItemRendererState.java,58,7,5,0,6,0,45,237,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYStepAreaRenderer.java,495,250,170,33,60,0,185,1145,40,234
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\XYStepRenderer.java,251,137,91,16,22,4,92,552,44,282
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\YIntervalRenderer.java,201,101,73,7,20,0,80,444,40,243
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\AbstractRendererTests.java,317,133,111,1,44,1,140,402,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\AreaRendererTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\AreaXYRendererTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\BarRenderer3DTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\BarRendererTests.java,160,71,59,1,21,0,68,337,38,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\BoxAndWhiskerRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\CandlestickRendererTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\ClusteredXYBarRendererTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\DefaultCategoryItemRendererTests.java,144,62,51,1,18,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\DefaultDrawingSupplierTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\GanttRendererTests.java,143,62,51,1,18,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\HighLowRendererTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\IntervalBarRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\ItemLabelPositionTests.java,113,41,34,1,15,0,57,285,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\LayeredBarRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\LineAndShapeRendererTests.java,197,96,83,3,28,0,73,343,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\MinMaxCategoryRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\RendererChangeDetector.java,87,18,13,1,10,0,59,320,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\RendererPackageTests.java,107,46,43,1,7,0,54,277,37,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\SignalRendererTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\StackedAreaRendererTests.java,143,62,51,1,18,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\StackedAreaXYRendererTests.java,143,62,51,1,18,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\StackedBarRenderer3DTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\StackedBarRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\StandardXYItemRendererTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\StatisticalBarRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\WaterfallBarRendererTests.java,175,83,72,1,24,0,68,317,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\WindItemRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\XYBarRendererTests.java,143,62,51,1,17,0,64,314,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\XYBoxAndWhiskerRendererTests.java,143,62,51,1,18,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\XYBubbleRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\XYDifferenceRendererTests.java,143,63,52,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\XYDotRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\XYStepAreaRendererTests.java,141,62,51,1,15,0,64,319,37,226
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\XYStepRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\renderer\junit\YIntervalRendererTests.java,142,62,51,1,17,0,63,307,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\resources\JFreeChartResources.java,78,14,11,1,8,0,56,336,45,294
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\servlet\ChartDeleter.java,115,31,23,3,13,0,71,385,37,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\servlet\DisplayChart.java,138,47,35,6,15,0,76,359,36,210
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\servlet\ServletUtilities.java,329,134,91,18,38,0,157,1008,42,283
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\AxisPropertyEditPanel.java,489,248,196,22,77,0,164,886,43,280
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\ChartPropertyEditPanel.java,285,133,115,9,41,0,111,610,42,285
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\ColorBarPropertyEditPanel.java,207,100,80,5,30,5,77,440,38,238
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\ColorPalette.java,429,180,139,31,57,1,192,737,38,234
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\GreyPalette.java,85,25,21,1,12,0,48,255,37,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\LegendPropertyEditPanel.java,334,178,140,12,45,0,111,574,40,254
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\NumberAxisPropertyEditPanel.java,378,180,141,11,50,0,148,707,43,282
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\PaletteChooserPanel.java,79,18,15,1,8,0,53,281,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\PaletteSample.java,157,59,49,5,18,0,80,394,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\PlotPropertyEditPanel.java,433,246,193,27,60,0,127,745,44,295
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\RainbowPalette.java,134,68,20,0,13,0,53,300,37,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\ui\TitlePropertyEditPanel.java,238,100,79,7,37,0,101,572,43,288
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\CategoryURLGenerator.java,74,6,5,0,7,0,61,337,40,255
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\CustomXYURLGenerator.java,174,65,46,18,21,0,88,403,38,234
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\PieURLGenerator.java,63,5,4,0,5,0,53,318,39,249
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\StandardCategoryURLGenerator.java,169,54,37,9,26,0,89,484,42,273
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\StandardPieURLGenerator.java,137,40,28,10,19,0,78,376,40,255
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\StandardXYURLGenerator.java,115,28,20,1,15,0,72,400,40,251
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\StandardXYZURLGenerator.java,64,8,5,1,6,0,50,267,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\TimeSeriesURLGenerator.java,119,35,29,2,17,0,67,367,38,231
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\URLGenerator.java,48,1,1,0,3,0,44,246,37,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\XYURLGenerator.java,61,5,4,0,5,0,51,292,37,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\XYZURLGenerator.java,61,5,4,0,6,0,50,278,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\junit\CustomXYURLGeneratorTests.java,118,47,41,1,17,0,54,274,36,214
