File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\junit\StandardCategoryURLGeneratorTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\junit\StandardPieURLGeneratorTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\chart\urls\junit\UrlsPackageTests.java,77,16,13,1,7,0,54,278,37,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\AbstractDataset.java,216,60,41,4,27,3,129,748,48,335
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\AbstractSeriesDataset.java,90,15,9,0,9,0,66,336,40,241
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\CategoryDataset.java,64,3,2,0,5,0,56,355,47,307
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\CategoryToPieDataset.java,228,98,64,24,29,6,101,481,37,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\CombinationDataset.java,70,5,4,0,7,0,58,327,36,207
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\CombinedDataset.java,518,186,130,49,50,0,282,1456,43,277
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\ContourDataset.java,102,10,9,0,10,0,82,398,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Dataset.java,92,7,6,0,8,0,77,434,44,287
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DatasetChangeEvent.java,81,11,8,1,7,0,63,375,41,276
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DatasetChangeListener.java,62,5,4,0,6,0,51,299,40,254
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DatasetGroup.java,70,9,6,1,7,0,54,286,38,225
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DatasetUtilities.java,1267,723,503,194,167,6,377,2103,67,531
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DataUtilities.java,84,22,16,5,10,0,52,288,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DateRange.java,143,33,25,3,23,0,87,441,38,238
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultCategoryDataset.java,333,118,82,27,33,0,182,763,38,233
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultContourDataset.java,492,206,141,55,53,10,233,1129,36,233
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultHighLowDataset.java,255,64,45,13,31,0,160,781,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultIntervalCategoryDataset.java,766,313,191,67,118,0,335,1608,37,231
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultKeyedValue.java,142,43,30,13,16,0,83,390,38,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultKeyedValueDataset.java,169,51,36,11,24,0,94,418,37,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultKeyedValues.java,323,141,102,31,37,0,145,664,42,273
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultKeyedValues2D.java,351,140,101,33,39,0,172,694,39,231
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultKeyedValues2DDataset.java,52,5,3,0,5,0,42,241,37,225
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultKeyedValuesDataset.java,49,3,2,0,4,0,42,228,37,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultMeterDataset.java,398,151,107,27,58,0,189,827,38,236
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultPieDataset.java,257,93,65,26,38,0,126,566,45,294
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultTableXYDataset.java,378,158,112,35,57,0,163,759,39,248
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultValueDataset.java,128,36,25,8,19,0,73,324,37,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DefaultWindDataset.java,311,123,91,22,36,0,152,763,36,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\DomainInfo.java,76,6,5,0,7,0,63,350,40,248
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Function2D.java,57,4,3,0,5,0,48,256,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\HighLowDataset.java,104,8,7,0,9,0,87,473,39,245
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\HistogramBin.java,117,30,20,5,13,0,74,350,37,230
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\HistogramDataset.java,364,146,103,32,31,2,187,870,38,240
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\IntervalCategoryDataset.java,92,7,6,0,8,0,77,436,40,264
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\IntervalXYDataset.java,93,7,6,0,8,0,78,467,37,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\IntervalXYZDataset.java,109,9,8,0,10,0,90,520,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\JDBCCategoryDataset.java,315,153,98,16,31,0,131,788,44,316
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\JDBCPieDataset.java,236,112,74,9,26,0,98,621,40,279
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\JDBCXYDataset.java,518,273,178,42,51,1,194,1047,44,320
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedObject.java,92,18,13,2,10,0,64,286,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedObjects.java,209,73,54,12,25,0,111,481,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedObjects2D.java,286,100,74,16,32,0,154,624,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValue.java,57,4,3,0,5,0,48,244,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValueComparator.java,152,77,52,14,15,0,60,335,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValueComparatorType.java,102,27,18,8,13,0,62,310,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValueDataset.java,50,3,2,0,5,0,42,230,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValues.java,89,8,7,0,9,0,72,333,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValues2D.java,113,11,10,0,12,0,90,400,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValues2DDataset.java,53,3,2,0,5,0,45,262,38,228
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\KeyedValuesDataset.java,51,3,2,0,5,0,43,239,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\LineFunction2D.java,76,12,9,1,8,0,56,279,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\MatrixSeries.java,188,49,36,9,29,0,110,547,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\MatrixSeriesCollection.java,311,101,71,21,46,2,164,744,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\MeanAndStandardDeviation.java,84,15,11,2,9,0,60,299,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\MeterDataset.java,144,18,17,0,19,0,107,521,39,244
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\MovingAverage.java,393,189,119,37,60,0,144,866,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\MultiIntervalCategoryDataset.java,117,9,8,0,10,0,98,481,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\NonGridContourDataset.java,216,101,77,14,25,2,90,534,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\NormalizedMatrixSeries.java,144,32,25,2,19,0,93,477,36,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\PieDataset.java,56,3,2,0,5,0,48,297,40,257
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\PowerFunction2D.java,76,12,9,1,8,0,56,289,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Range.java,204,61,43,19,25,0,118,596,50,330
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\RangeInfo.java,75,6,5,0,7,0,62,343,39,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Regression.java,227,115,102,12,28,0,84,474,37,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Series.java,313,105,78,14,48,1,160,804,44,292
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\SeriesChangeEvent.java,61,8,6,0,6,0,47,253,37,218
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\SeriesChangeListener.java,58,5,4,0,6,0,47,264,37,226
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\SeriesDataset.java,70,5,4,0,6,0,59,299,36,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\SeriesException.java,61,7,5,0,6,0,48,262,38,229
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\SignalsDataset.java,80,9,8,0,10,0,61,318,36,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Statistics.java,245,98,71,20,31,0,116,611,41,258
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\SubSeriesDataset.java,370,98,64,30,33,1,239,1221,42,258
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\TableXYDataset.java,55,4,3,0,4,0,47,285,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\TimeSeriesTableModel.java,267,118,77,31,33,0,116,572,39,237
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Value.java,55,4,3,0,5,0,46,240,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\ValueDataset.java,50,3,2,0,5,0,42,234,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Values.java,65,5,4,0,6,0,54,277,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\Values2D.java,72,6,5,0,7,0,59,300,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\WindDataset.java,65,5,4,0,6,0,54,314,36,221
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XisSymbolic.java,76,6,5,0,6,0,64,330,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XYDataItem.java,170,54,38,7,23,1,93,444,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XYDataPair.java,75,9,6,0,6,0,60,309,41,248
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XYDataset.java,83,6,5,0,7,0,70,380,39,246
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XYDatasetTableModel.java,227,63,42,18,18,0,146,591,33,207
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XYSeries.java,462,150,107,27,54,0,258,1376,50,323
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XYSeriesCollection.java,305,100,70,21,56,0,149,699,41,253
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\XYZDataset.java,58,4,3,0,4,0,50,281,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\YisSymbolic.java,76,6,5,0,6,0,64,330,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\gantt\GanttCategoryDataset.java,159,14,13,0,15,0,130,623,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\gantt\Task.java,193,53,39,5,23,0,117,500,37,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\gantt\TaskSeries.java,129,32,24,3,14,0,83,400,39,242
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\gantt\TaskSeriesCollection.java,593,230,175,43,73,0,290,1251,42,257
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DataPackageTests.java,89,25,22,1,7,0,57,327,41,263
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DatasetUtilitiesTests.java,134,57,50,1,13,0,64,332,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DefaultKeyedValueDatasetTests.java,141,61,51,1,20,0,60,295,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DefaultKeyedValues2DDatasetTests.java,129,56,47,1,16,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DefaultKeyedValues2DTests.java,129,56,47,1,16,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DefaultKeyedValuesDatasetTests.java,130,57,48,1,16,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DefaultKeyedValuesTests.java,300,157,142,1,52,0,91,410,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\DefaultKeyedValueTests.java,141,61,51,1,20,0,60,295,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\MovingAverageTests.java,123,49,44,2,13,0,61,305,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\PieDatasetTests.java,129,56,47,1,16,0,57,281,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\RangeTests.java,104,36,30,1,14,0,54,274,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\RegressionTests.java,277,134,117,7,50,0,93,463,37,224
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\TableXYDatasetTests.java,127,49,45,1,16,0,62,338,38,239
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\junit\TaskSeriesCollectionTests.java,127,47,42,1,21,0,59,302,37,224
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\resources\DataPackageResources.java,68,11,9,1,9,0,48,265,37,220
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\resources\DataPackageResources_de.java,68,11,9,1,9,0,48,272,37,227
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\resources\DataPackageResources_es.java,69,11,9,1,10,0,48,270,37,226
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\resources\DataPackageResources_fr.java,67,11,9,1,9,0,47,251,36,207
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\resources\DataPackageResources_pl.java,69,11,9,1,9,0,49,269,38,225
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\BoxAndWhiskerCalculator.java,273,150,104,25,33,0,90,473,37,226
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\BoxAndWhiskerCategoryDataset.java,237,23,22,0,24,0,190,844,38,238
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\BoxAndWhiskerItem.java,193,60,41,9,26,0,107,458,35,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\BoxAndWhiskerXYDataset.java,171,16,15,0,18,0,137,751,44,256
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java,634,227,167,51,93,0,314,1325,39,259
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\DefaultBoxAndWhiskerXYDataset.java,455,166,120,34,42,0,247,1343,44,305
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\DefaultStatisticalCategoryDataset.java,328,111,77,23,43,0,174,738,40,252
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\StatisticalCategoryDataset.java,94,8,7,0,10,0,76,384,38,241
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\Statistics.java,242,98,71,20,31,0,113,598,40,251
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\junit\BoxAndWhiskerCalculatorTests.java,138,54,46,2,13,0,71,316,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\statistics\junit\StatisticsPackageTests.java,73,14,11,1,7,0,52,278,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Day.java,402,148,109,24,55,0,199,1048,50,346
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\DynamicTimeSeriesCollection.java,914,387,278,73,95,21,432,2183,46,314
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\FixedMillisecond.java,281,94,66,20,39,0,148,696,41,259
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Hour.java,393,145,108,24,58,2,190,953,48,330
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Millisecond.java,344,120,85,22,51,0,173,818,44,290
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Minute.java,374,143,108,22,55,2,176,910,49,348
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Month.java,455,189,133,35,63,0,203,1056,50,344
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Quarter.java,396,150,112,25,61,0,185,982,49,336
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\RegularTimePeriod.java,234,49,38,10,32,0,153,803,43,270
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Second.java,360,130,96,23,54,0,176,877,49,338
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\SimpleTimePeriod.java,139,34,26,6,20,0,85,425,39,240
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimePeriod.java,66,6,5,0,7,0,53,267,37,222
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimePeriodAnchor.java,107,27,20,8,16,0,64,310,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimePeriodFormatException.java,57,6,4,0,5,0,46,257,36,219
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimePeriodValue.java,164,53,38,7,26,1,85,395,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimePeriodValues.java,541,224,162,41,88,0,229,1135,37,226
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimePeriodValuesCollection.java,530,203,147,32,72,0,255,1230,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimeSeries.java,823,329,236,60,124,4,370,2079,54,406
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimeSeriesCollection.java,646,248,182,45,91,0,307,1656,58,436
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\TimeSeriesDataItem.java,223,64,46,9,32,1,127,637,41,255
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Week.java,553,251,184,41,80,0,222,1204,51,360
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\Year.java,332,113,78,22,48,0,171,885,49,336
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\DataTimePackageTests.java,86,27,24,1,7,0,52,276,36,212
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\DayTests.java,247,102,85,1,45,0,100,503,42,259
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\FixedMillisecondTests.java,118,44,37,1,15,0,59,302,38,227
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\HourTests.java,246,103,86,1,44,0,99,483,39,234
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\MillisecondTests.java,195,88,76,1,29,0,78,375,38,227
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\MinuteTests.java,190,82,70,1,29,0,79,381,39,234
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\MonthTests.java,272,127,104,1,42,0,103,506,41,252
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\QuarterTests.java,269,127,104,1,42,0,100,480,38,226
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\SecondTests.java,193,85,73,1,30,0,78,375,38,227
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\SimpleTimePeriodTests.java,145,57,47,1,19,0,69,322,37,217
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\TimePeriodValuesTests.java,242,135,113,1,38,0,69,336,36,210
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\TimePeriodValueTests.java,130,49,40,1,18,0,63,294,36,210
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\TimeSeriesCollectionTests.java,135,51,46,1,22,0,62,326,36,210
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\TimeSeriesDataItemTests.java,132,49,40,1,18,0,65,300,36,210
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\TimeSeriesTests.java,386,223,183,1,74,0,89,439,39,235
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\WeekTests.java,183,75,62,1,25,0,83,403,40,241
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\time\junit\YearTests.java,259,122,99,1,39,0,98,480,40,249
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\CategoryDatasetHandler.java,137,46,30,3,15,0,76,355,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\CategorySeriesHandler.java,150,53,37,3,20,0,77,361,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\DatasetReader.java,154,55,44,4,22,0,77,361,36,213
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\DatasetTags.java,66,9,8,0,10,0,47,272,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\ItemHandler.java,166,58,40,4,20,0,88,405,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\KeyHandler.java,154,48,31,4,19,0,87,413,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\PieDatasetHandler.java,133,43,28,3,15,0,75,349,36,216
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\RootHandler.java,130,37,26,7,19,0,74,344,36,214
C:\Users\Sarthak\Desktop\jfreechart-0.9.14\src\org\jfree\data\xml\ValueHandler.java,151,48,31,4,18,0,85,408,36,214
